,CustomerID,Frequency,Recency,Monetary,rankR,rankF,rankM,groupRFM,Country
1033,13719,60,48,195.96,5,2,2,522,United Kingdom
1034,13720,43,149,136.7,4,1,1,411,United Kingdom
1035,13721,28,69,79.83,5,1,1,511,United Kingdom
1036,13722,86,153,251.42,4,2,2,422,United Kingdom
1037,13723,6,250,31.7,3,1,1,311,United Kingdom
1038,13725,118,82,495.55,5,3,3,533,United Kingdom
1039,13726,42,71,45.2,5,1,1,511,United Kingdom
1040,13727,20,61,58.82,5,1,1,511,United Kingdom
1041,13728,63,69,343.46,5,2,3,523,United Kingdom
1042,13730,43,168,139.24,4,1,1,411,United Kingdom
1043,13731,38,252,163,3,1,1,311,United Kingdom
1044,13732,33,61,52.14,5,1,1,511,United Kingdom
1045,13735,208,57,849.09,5,4,5,545,United Kingdom
1046,13736,194,38,422.99,5,4,3,543,United Kingdom
1047,13737,30,233,115.46,3,1,1,311,United Kingdom
1048,13739,3,51,16.45,5,1,1,511,United Kingdom
1049,13740,23,273,36.71,3,1,1,311,United Kingdom
1050,13741,35,104,179.77,5,1,2,512,United Kingdom
1051,13742,323,49,1328.64,5,5,5,555,United Kingdom
1052,13743,42,35,47.38,5,1,1,511,United Kingdom
1053,13744,72,128,122.92,4,2,1,421,United Kingdom
1054,13745,26,184,16.99,4,1,1,411,United Kingdom
1055,13747,1,406,9.95,1,1,1,111,United Kingdom
1056,13748,28,128,111.9,4,1,1,411,United Kingdom
1057,13750,24,86,120.49,5,1,1,511,United Kingdom
1058,13751,9,321,31.77,2,1,1,211,United Kingdom
1059,13752,76,157,233.33,4,2,2,422,United Kingdom
1060,13753,35,320,62.8,2,1,1,211,United Kingdom
1061,13754,12,184,28.05,4,1,1,411,United Kingdom
1062,13755,343,36,1051.22,5,5,5,555,United Kingdom
1063,13756,143,35,390.52,5,3,3,533,United Kingdom
1064,13758,117,44,384.69,5,3,3,533,United Kingdom
1065,13759,25,66,84.07,5,1,1,511,United Kingdom
1066,13760,57,87,113.12,5,1,1,511,United Kingdom
1067,13761,70,83,206.46,5,2,2,522,United Kingdom
1068,13762,14,237,17.64,3,1,1,311,United Kingdom
1069,13763,17,96,55.97,5,1,1,511,United Kingdom
1070,13764,208,103,566.59,5,4,4,544,United Kingdom
1071,13767,399,35,1495.38,5,5,5,555,United Kingdom
1072,13769,143,35,523.44,5,3,4,534,United Kingdom
1073,13771,120,97,315.33,5,3,2,532,United Kingdom
1074,13772,177,66,436.11,5,4,3,543,United Kingdom
1075,13774,22,114,72.4,5,1,1,511,United Kingdom
1076,13777,219,33,520.74,5,4,4,544,United Kingdom
1077,13778,9,136,29.7,4,1,1,411,United Kingdom
1078,13780,57,40,147.24,5,1,1,511,United Kingdom
1079,13781,17,283,77.47,2,1,1,211,United Kingdom
1080,13782,115,45,403.48,5,2,3,523,United Kingdom
1081,13784,31,42,81.78,5,1,1,511,United Kingdom
1082,13786,7,400,13.25,1,1,1,111,United Kingdom
1083,13787,31,108,76.81,5,1,1,511,United Kingdom
1084,13790,45,37,34.73,5,1,1,511,United Kingdom
1085,13791,17,76,21.29,5,1,1,511,United Kingdom
1086,13792,13,99,46.1,5,1,1,511,United Kingdom
1087,13798,439,34,907.66,5,5,5,555,United Kingdom
1088,13799,39,149,83.08,4,1,1,411,United Kingdom
1089,13800,33,342,84.28,2,1,1,211,United Kingdom
1090,13801,23,99,90.95,5,1,1,511,United Kingdom
1091,13802,66,171,186.68,4,2,2,422,United Kingdom
1092,13803,17,288,49.69,2,1,1,211,United Kingdom
1093,13804,137,63,422.44,5,3,3,533,United Kingdom
1094,13805,13,85,7.71,5,1,1,511,United Kingdom
1095,13806,10,96,52.33,5,1,1,511,United Kingdom
1096,13807,7,400,36.05,1,1,1,111,United Kingdom
1097,13808,76,38,285.24,5,2,2,522,United Kingdom
1098,13809,12,338,85.3,2,1,1,211,Cyprus
1099,13810,36,61,1344.23,5,1,5,515,Germany
1100,13811,14,216,564,3,1,4,314,Germany
1101,13812,36,75,129.1,5,1,1,511,Germany
1102,13813,71,72,308.95,5,2,2,522,Germany
1103,13814,58,89,180.68,5,1,2,512,Germany
1104,13815,177,55,455.92,5,4,3,543,Germany
1105,13816,33,56,141.55,5,1,1,511,Germany
1106,13817,24,62,77.27,5,1,1,511,Germany
1107,13819,36,334,72.13,2,1,1,211,United Kingdom
1108,13821,59,177,194.21,4,2,2,422,United Kingdom
1109,13822,96,38,171.89,5,2,2,522,United Kingdom
1110,13823,40,51,156.82,5,1,1,511,United Kingdom
1111,13824,46,65,126.63,5,1,1,511,United Kingdom
1112,13826,12,191,72.15,4,1,1,411,United Kingdom
1113,13827,93,90,348.21,5,2,3,523,United Kingdom
1114,13828,15,55,28.57,5,1,1,511,United Kingdom
1115,13829,1,392,8.5,1,1,1,111,United Kingdom
1116,13831,74,49,292.85,5,2,2,522,United Kingdom
1117,13832,4,50,10.6,5,1,1,511,United Kingdom
1118,13833,29,192,142.1,4,1,1,411,United Kingdom
1119,13835,55,58,176.03,5,1,2,512,United Kingdom
1120,13837,19,244,41.76,3,1,1,311,United Kingdom
1121,13838,174,38,539.84,5,4,4,544,United Kingdom
1122,13841,1,285,0.85,2,1,1,211,United Kingdom
1123,13842,206,91,833.12,5,4,5,545,United Kingdom
1124,13844,20,44,49.21,5,1,1,511,United Kingdom
1125,13845,9,97,17.59,5,1,1,511,United Kingdom
1126,13846,58,57,207.42,5,1,2,512,United Kingdom
1127,13848,5,125,2.31,4,1,1,411,United Kingdom
1128,13849,101,84,305.42,5,2,2,522,United Kingdom
1129,13850,94,121,227.82,4,2,2,422,United Kingdom
1130,13851,81,128,181.35,4,2,2,422,United Kingdom
1131,13853,24,41,108.71,5,1,1,511,United Kingdom
1132,13854,114,41,528.07,5,2,4,524,United Kingdom
1133,13856,17,201,22.99,3,1,1,311,United Kingdom
1134,13858,11,90,47.69,5,1,1,511,United Kingdom
1135,13859,28,359,80.86,2,1,1,211,United Kingdom
1136,13860,77,34,270.06,5,2,2,522,United Kingdom
1137,13862,142,51,245.89,5,3,2,532,United Kingdom
1138,13863,22,278,53.8,3,1,1,311,United Kingdom
1139,13865,30,91,117.07,5,1,1,511,United Kingdom
1140,13866,7,107,23.63,5,1,1,511,United Kingdom
1141,13867,61,64,240.59,5,2,2,522,United Kingdom
1142,13868,33,40,61.19,5,1,1,511,United Kingdom
1143,13869,307,156,903.99,4,5,5,455,United Kingdom
1144,13870,118,35,398.33,5,3,3,533,United Kingdom
1145,13871,338,55,1268.26,5,5,5,555,United Kingdom
1146,13873,24,152,109.97,4,1,1,411,United Kingdom
1147,13874,18,391,99.1,1,1,1,111,United Kingdom
1148,13875,104,86,203.68,5,2,2,522,United Kingdom
1149,13876,7,96,35.8,5,1,1,511,United Kingdom
1150,13877,3,119,3.53,4,1,1,411,United Kingdom
1151,13878,36,87,167.59,5,1,1,511,United Kingdom
1152,13880,165,54,443.57,5,3,3,533,United Kingdom
1153,13881,180,36,483.22,5,4,3,543,United Kingdom
1154,13882,66,35,239.77,5,2,2,522,United Kingdom
1155,13883,155,34,534.57,5,3,4,534,United Kingdom
1156,13884,60,40,212.35,5,2,2,522,United Kingdom
1157,13885,28,222,110.9,3,1,1,311,United Kingdom
1158,13886,16,104,60.88,5,1,1,511,United Kingdom
1159,13887,19,237,73.23,3,1,1,311,United Kingdom
1160,13888,40,152,164.87,4,1,1,411,United Kingdom
1161,13889,15,125,57.5,4,1,1,411,United Kingdom
1162,13890,114,34,394.57,5,2,3,523,United Kingdom
1163,13892,27,59,29.95,5,1,1,511,United Kingdom
1164,13893,21,330,130.2,2,1,1,211,United Kingdom
1165,13894,30,55,78.76,5,1,1,511,United Kingdom
1166,13895,119,54,351.32,5,3,3,533,United Kingdom
1167,13897,17,83,33.11,5,1,1,511,United Kingdom
1168,13898,12,358,31.37,2,1,1,211,United Kingdom
1169,13899,19,49,57.59,5,1,1,511,United Kingdom
1170,13900,43,216,133.89,3,1,1,311,United Kingdom
1171,13901,149,105,557.33,5,3,4,534,United Kingdom
1172,13904,26,70,34.42,5,1,1,511,United Kingdom
1173,13908,126,112,360.74,5,3,3,533,United Kingdom
1174,13911,148,90,353.6,5,3,3,533,United Kingdom
1175,13914,34,36,96.72,5,1,1,511,United Kingdom
1176,13917,18,82,36.4,5,1,1,511,United Kingdom
1177,13918,30,82,65.56,5,1,1,511,United Kingdom
1178,13919,33,86,87.96,5,1,1,511,Denmark
1179,13922,7,384,34.92,1,1,1,111,United Kingdom
1180,13923,20,86,59.49,5,1,1,511,United Kingdom
1181,13924,137,34,386.22,5,3,3,533,United Kingdom
1182,13925,45,69,304.09,5,1,2,512,United Kingdom
1183,13926,11,56,71.87,5,1,1,511,United Kingdom
1184,13927,21,107,56.61,5,1,1,511,United Kingdom
1185,13928,27,43,155.72,5,1,1,511,United Kingdom
1186,13929,10,202,57.6,3,1,1,311,United Kingdom
1187,13930,17,90,27.89,5,1,1,511,United Kingdom
1188,13931,59,118,120.32,4,2,1,421,United Kingdom
1189,13932,16,327,97.65,2,1,1,211,United Kingdom
1190,13933,23,142,79.59,4,1,1,411,United Kingdom
1191,13934,31,296,98.8,2,1,1,211,United Kingdom
1192,13936,27,204,42.64,3,1,1,311,United Kingdom
1193,13937,9,202,15.25,3,1,1,311,United Kingdom
1194,13938,7,68,7.09,5,1,1,511,United Kingdom
1195,13939,46,56,56.21,5,1,1,511,United Kingdom
1196,13940,49,50,152.95,5,1,1,511,United Kingdom
1197,13941,47,54,181.68,5,1,2,512,United Kingdom
1198,13946,11,112,18.47,5,1,1,511,United Kingdom
1199,13947,5,98,14.65,5,1,1,511,United Kingdom
1200,13948,3,393,11.85,1,1,1,111,United Kingdom
1201,13949,160,35,233.06,5,3,2,532,United Kingdom
1202,13950,36,44,168.89,5,1,1,511,United Kingdom
1203,13951,39,209,136.08,3,1,1,311,United Kingdom
1204,13952,138,244,546.541,3,3,4,334,United Kingdom
1205,13953,20,40,45.86,5,1,1,511,United Kingdom
1206,13954,30,34,181.86,5,1,2,512,United Kingdom
1207,13955,33,187,99.53,4,1,1,411,United Kingdom
1208,13956,152,38,520.25,5,3,4,534,United Kingdom
1209,13958,5,405,38.95,1,1,1,111,United Kingdom
1210,13959,92,112,202.76,5,2,2,522,United Kingdom
1211,13960,12,54,25.26,5,1,1,511,United Kingdom
1212,13962,11,54,77.21,5,1,1,511,United Kingdom
1213,13963,35,341,114.38,2,1,1,211,United Kingdom
1214,13967,2,178,7.2,4,1,1,411,United Kingdom
1215,13969,633,40,1865.24,5,5,5,555,United Kingdom
1216,13971,158,41,354.1,5,3,3,533,United Kingdom
1217,13972,15,103,38.19,5,1,1,511,United Kingdom
1218,13973,11,320,41.32,2,1,1,211,United Kingdom
1219,13974,28,82,61.51,5,1,1,511,United Kingdom
1220,13975,340,64,747.65,5,5,5,555,United Kingdom
1221,13976,10,239,35.68,3,1,1,311,United Kingdom
1222,13978,15,47,18.16,5,1,1,511,United Kingdom
1223,13979,54,106,98.94,5,1,1,511,United Kingdom
1224,13980,11,93,43.06,5,1,1,511,United Kingdom
1225,13982,115,72,258.46,5,2,2,522,United Kingdom
1226,13983,112,62,684.2,5,2,5,525,United Kingdom
1227,13984,17,59,34.8,5,1,1,511,United Kingdom
1228,13985,353,37,840.09,5,5,5,555,United Kingdom
1229,13986,13,50,24.2,5,1,1,511,United Kingdom
1230,13988,239,52,719.25,5,5,5,555,United Kingdom
1231,13989,41,98,107.64,5,1,1,511,United Kingdom
1232,13990,16,246,42.56,3,1,1,311,United Kingdom
1233,13991,86,45,130.71,5,2,1,521,United Kingdom
1234,13992,5,63,5.85,5,1,1,511,United Kingdom
1235,13993,125,65,704.02,5,3,5,535,United Kingdom
1236,13994,155,36,590.83,5,3,4,534,United Kingdom
1237,13995,87,48,192.42,5,2,2,522,United Kingdom
1238,13999,212,43,489.63,5,4,3,543,United Kingdom
1239,14000,16,239,29.89,3,1,1,311,United Kingdom
1240,14001,40,78,142.16,5,1,1,511,United Kingdom
1241,14002,47,167,113.34,4,1,1,411,United Kingdom
1242,14004,171,76,486.33,5,3,3,533,United Kingdom
1243,14005,84,42,185.24,5,2,2,522,United Kingdom
1244,14006,30,148,71.12,4,1,1,411,United Kingdom
1245,14009,44,231,122.31,3,1,1,311,United Kingdom
1246,14012,11,310,31.15,2,1,1,211,United Kingdom
1247,14013,34,143,46.98,4,1,1,411,United Kingdom
1248,14014,39,110,22.15,5,1,1,511,United Kingdom
1249,14015,20,85,62.14,5,1,1,511,United Kingdom
1250,14016,162,187,648.63,4,3,4,434,EIRE
1251,14019,68,79,177.08,5,2,2,522,United Kingdom
1252,14020,39,49,111.11,5,1,1,511,United Kingdom
1253,14021,22,188,99.05,4,1,1,411,United Kingdom
1254,14022,28,258,36.27,3,1,1,311,United Kingdom
1255,14023,31,40,89,5,1,1,511,United Kingdom
1256,14024,16,154,59.22,4,1,1,411,United Kingdom
1257,14027,6,93,12.86,5,1,1,511,United Kingdom
1258,14029,15,96,65.49,5,1,1,511,United Kingdom
1259,14030,243,51,985.23,5,5,5,555,United Kingdom
1260,14031,258,40,1185.22,5,5,5,555,United Kingdom
1261,14032,152,35,359.26,5,3,3,533,United Kingdom
1262,14034,92,55,213.5,5,2,2,522,United Kingdom
1263,14035,66,61,185.48,5,2,2,522,United Kingdom
1264,14036,38,317,166.13,2,1,1,211,United Kingdom
1265,14037,28,209,96.9,3,1,1,311,United Kingdom
1266,14038,93,111,179.38,5,2,2,522,United Kingdom
1267,14039,6,66,12.2,5,1,1,511,United Kingdom
1268,14040,241,73,917.85,5,5,5,555,United Kingdom
1269,14041,21,299,39.29,2,1,1,211,United Kingdom
1270,14044,209,59,536.23,5,4,4,544,United Kingdom
1271,14045,6,142,25.4,4,1,1,411,United Kingdom
1272,14046,14,317,7.57,2,1,1,211,United Kingdom
1273,14047,34,41,164.03,5,1,1,511,United Kingdom
1274,14048,88,310,193.62,2,2,2,222,United Kingdom
1275,14049,505,49,1290.9,5,5,5,555,United Kingdom
1276,14050,54,64,83.09,5,1,1,511,United Kingdom
1277,14051,215,33,1008.5,5,4,5,545,United Kingdom
1278,14052,56,52,161.4,5,1,1,511,United Kingdom
1279,14053,4,157,5.51,4,1,1,411,United Kingdom
1280,14054,6,98,9.08,5,1,1,511,United Kingdom
1281,14055,10,139,44.53,4,1,1,411,United Kingdom
1282,14056,1128,34,3172.58,5,5,5,555,United Kingdom
1283,14057,291,56,552.77,5,5,4,554,United Kingdom
1284,14059,8,299,18.5,2,1,1,211,United Kingdom
1285,14060,203,37,291.44,5,4,2,542,United Kingdom
1286,14062,111,42,313.65,5,2,2,522,United Kingdom
1287,14064,82,62,128.41,5,2,1,521,United Kingdom
1288,14066,7,299,30.55,2,1,1,211,United Kingdom
1289,14067,52,96,148.85,5,1,1,511,United Kingdom
1290,14068,24,353,98.2,2,1,1,211,United Kingdom
1291,14071,333,36,792.43,5,5,5,555,United Kingdom
1292,14073,14,54,33.59,5,1,1,511,United Kingdom
1293,14075,43,37,77.97,5,1,1,511,United Kingdom
1294,14076,46,162,92.42,4,1,1,411,United Kingdom
1295,14077,42,73,111.97,5,1,1,511,United Kingdom
1296,14078,65,134,174.23,4,2,2,422,United Kingdom
1297,14079,12,157,39.28,4,1,1,411,United Kingdom
1298,14080,4,65,3.8,5,1,1,511,United Kingdom
1299,14081,156,300,493.97,2,3,3,233,United Kingdom
1300,14082,29,397,75.04,1,1,1,111,United Kingdom
1301,14083,181,37,507.93,5,4,4,544,United Kingdom
1302,14085,451,35,1093.28,5,5,5,555,United Kingdom
1303,14087,70,35,110.78,5,2,1,521,United Kingdom
1304,14088,590,43,3376.44,5,5,5,555,United Kingdom
1305,14089,14,89,30.9,5,1,1,511,United Kingdom
1306,14090,1,357,1.06,2,1,1,211,United Kingdom
1307,14092,217,40,593.62,5,4,4,544,United Kingdom
1308,14093,105,45,156.42,5,2,1,521,United Kingdom
1309,14096,5128,37,41376.33,5,5,5,555,United Kingdom
1310,14098,21,69,35.8,5,1,1,511,United Kingdom
1311,14099,252,49,659.59,5,5,4,554,United Kingdom
1312,14100,26,170,88.1,4,1,1,411,United Kingdom
1313,14101,35,106,60.55,5,1,1,511,United Kingdom
1314,14102,84,38,177.83,5,2,2,522,United Kingdom
1315,14104,21,187,166.61,4,1,1,411,United Kingdom
1316,14105,76,118,221.79,4,2,2,422,United Kingdom
1317,14107,124,84,330.02,5,3,2,532,United Kingdom
1318,14108,35,63,108.92,5,1,1,511,United Kingdom
1319,14109,14,56,38.55,5,1,1,511,United Kingdom
1320,14110,157,36,372.77,5,3,3,533,United Kingdom
1321,14111,11,47,41.05,5,1,1,511,United Kingdom
1322,14112,173,55,461.93,5,4,3,543,United Kingdom
1323,14113,40,36,107.86,5,1,1,511,United Kingdom
1324,14114,15,306,94.69,2,1,1,211,United Kingdom
1325,14116,72,52,234.12,5,2,2,522,United Kingdom
1326,14117,3,176,3.75,4,1,1,411,United Kingdom
1327,14119,1,387,9.95,1,1,1,111,United Kingdom
1328,14121,161,36,394.73,5,3,3,533,United Kingdom
1329,14124,5,117,1.79,4,1,1,411,United Kingdom
1330,14125,167,43,527.94,5,3,4,534,United Kingdom
1331,14126,16,40,61.86,5,1,1,511,United Kingdom
1332,14127,44,155,174.22,4,1,2,412,United Kingdom
1333,14128,46,93,87.17,5,1,1,511,United Kingdom
1334,14129,52,34,142.19,5,1,1,511,United Kingdom
1335,14130,67,352,191.98,2,2,2,222,United Kingdom
1336,14132,201,35,346.5,5,4,3,543,United Kingdom
1337,14133,30,162,111.36,4,1,1,411,United Kingdom
1338,14135,134,34,331.31,5,3,2,532,United Kingdom
1339,14138,47,34,108.65,5,1,1,511,United Kingdom
1340,14139,26,79,37.9,5,1,1,511,United Kingdom
1341,14140,67,36,127.88,5,2,1,521,United Kingdom
1342,14141,46,35,158.18,5,1,1,511,United Kingdom
1343,14142,22,406,38.95,1,1,1,111,United Kingdom
1344,14143,7,166,38.4,4,1,1,411,United Kingdom
1345,14145,12,79,59.4,5,1,1,511,United Kingdom
1346,14146,245,41,653.19,5,5,4,554,United Kingdom
1347,14147,6,82,24,5,1,1,511,United Kingdom
1348,14148,3,266,22.65,3,1,1,311,United Kingdom
1349,14149,40,245,123.94,3,1,1,311,United Kingdom
1350,14150,26,68,43.74,5,1,1,511,United Kingdom
1351,14152,50,108,56.88,5,1,1,511,United Kingdom
1352,14154,52,272,410.44,3,1,3,313,United Kingdom
1353,14155,6,299,32.7,2,1,1,211,United Kingdom
1354,14156,1420,42,6544.29,5,5,5,555,EIRE
1355,14157,49,52,108.43,5,1,1,511,United Kingdom
1356,14158,41,73,63,5,1,1,511,United Kingdom
1357,14159,1212,52,1810.56,5,5,5,555,United Kingdom
1358,14161,108,248,343.13,3,2,3,323,United Kingdom
1359,14162,25,206,97.23,3,1,1,311,United Kingdom
1360,14163,52,120,246.38,4,1,2,412,United Kingdom
1361,14164,29,103,45.07,5,1,1,511,United Kingdom
1362,14165,25,308,80.94,2,1,1,211,United Kingdom
1363,14167,52,72,223.52,5,1,2,512,United Kingdom
1364,14171,58,131,167.41,4,1,1,411,United Kingdom
1365,14173,29,43,126.93,5,1,1,511,United Kingdom
1366,14174,26,66,50.37,5,1,1,511,United Kingdom
1367,14175,164,84,620.08,5,3,4,534,United Kingdom
1368,14176,32,330,112.25,2,1,1,211,United Kingdom
1369,14177,43,117,187.51,4,1,2,412,United Kingdom
1370,14178,327,41,556.92,5,5,4,554,United Kingdom
1371,14179,165,73,464.24,5,3,3,533,United Kingdom
1372,14180,248,43,2332.49,5,5,5,555,United Kingdom
1373,14184,24,99,130.04,5,1,1,511,United Kingdom
1374,14185,3,364,179.2,2,1,2,212,United Kingdom
1375,14188,71,41,138.18,5,2,1,521,United Kingdom
1376,14189,277,35,605.24,5,5,4,554,United Kingdom
1377,14191,263,34,533.06,5,5,4,554,United Kingdom
1378,14193,42,100,114.41,5,1,1,511,United Kingdom
1379,14194,604,37,2032.61,5,5,5,555,United Kingdom
1380,14195,8,234,42.8,3,1,1,311,United Kingdom
1381,14196,6,139,19.59,4,1,1,411,United Kingdom
1382,14198,44,37,204.44,5,1,2,512,United Kingdom
1383,14199,2,251,11.8,3,1,1,311,United Kingdom
1384,14201,39,93,104.1,5,1,1,511,United Kingdom
1385,14204,44,35,105.82,5,1,1,511,United Kingdom
1386,14205,39,43,163.15,5,1,1,511,United Kingdom
1387,14206,21,272,45.89,3,1,1,311,United Kingdom
1388,14208,10,127,35.27,4,1,1,411,United Kingdom
1389,14209,88,43,462.46,5,2,3,523,United Kingdom
1390,14210,103,124,394.22,4,2,3,423,United Kingdom
1391,14211,118,86,339.18,5,3,3,533,United Kingdom
1392,14212,9,122,11.27,4,1,1,411,United Kingdom
1393,14213,5,404,24.45,1,1,1,111,United Kingdom
1394,14214,70,63,160.98,5,2,1,521,United Kingdom
1395,14215,109,44,242.83,5,2,2,522,United Kingdom
1396,14216,59,36,278.26,5,2,2,522,United Kingdom
1397,14217,107,34,605.34,5,2,4,524,United Kingdom
1398,14218,12,75,17.28,5,1,1,511,United Kingdom
1399,14219,7,37,16.02,5,1,1,511,United Kingdom
1400,14220,21,280,71.32,3,1,1,311,United Kingdom
1401,14221,194,75,636.28,5,4,4,544,United Kingdom
1402,14222,41,210,69.98,3,1,1,311,United Kingdom
1403,14223,61,125,241.94,4,2,2,422,United Kingdom
1404,14224,118,143,455.22,4,3,3,433,United Kingdom
1405,14226,73,61,221.88,5,2,2,522,United Kingdom
1406,14227,183,59,525.57,5,4,4,544,United Kingdom
1407,14229,43,84,145.95,5,1,1,511,United Kingdom
1408,14231,54,212,235.28,3,1,2,312,United Kingdom
1409,14232,118,64,213.46,5,3,2,532,United Kingdom
1410,14233,36,76,99.36,5,1,1,511,United Kingdom
1411,14234,159,55,252.98,5,3,2,532,United Kingdom
1412,14235,80,43,163.67,5,2,1,521,United Kingdom
1413,14236,15,113,30.98,5,1,1,511,United Kingdom
1414,14237,9,406,64.1,1,1,1,111,United Kingdom
1415,14238,8,359,18.3,2,1,1,211,United Kingdom
1416,14239,116,76,430.85,5,3,3,533,United Kingdom
1417,14240,42,63,144.47,5,1,1,511,United Kingdom
1418,14241,10,216,19.55,3,1,1,311,United Kingdom
1419,14242,16,267,59.53,3,1,1,311,United Kingdom
1420,14243,148,41,584.33,5,3,4,534,United Kingdom
1421,14245,112,209,348.95,3,2,3,323,United Kingdom
1422,14246,75,143,223.01,4,2,2,422,United Kingdom
1423,14247,20,311,78.24,2,1,1,211,United Kingdom
1424,14248,8,351,24.42,2,1,1,211,United Kingdom
1425,14250,111,40,276.08,5,2,2,522,United Kingdom
1426,14251,78,34,161.4,5,2,1,521,United Kingdom
1427,14256,54,287,223.25,2,1,2,212,United Kingdom
1428,14257,107,84,303.41,5,2,2,522,United Kingdom
1429,14258,112,42,435.97,5,2,3,523,United Kingdom
1430,14259,5,174,14.15,4,1,1,411,United Kingdom
1431,14261,52,83,263.33,5,1,2,512,United Kingdom
1432,14262,143,41,298.97,5,3,2,532,United Kingdom
1433,14264,19,187,124.54,4,1,1,411,United Kingdom
1434,14265,31,142,181.75,4,1,2,412,Unspecified
1435,14267,66,183,287.71,4,2,2,422,United Kingdom
1436,14270,29,364,132.55,2,1,1,211,United Kingdom
1437,14271,10,258,24.91,3,1,1,311,United Kingdom
1438,14272,33,106,74.83,5,1,1,511,United Kingdom
1439,14273,29,84,72.06,5,1,1,511,United Kingdom
1440,14276,75,121,192.99,4,2,2,422,United Kingdom
1441,14277,228,48,872.14,5,4,5,545,France
1442,14280,8,229,37.87,3,1,1,311,United Kingdom
1443,14282,156,36,249.65,5,3,2,532,United Kingdom
1444,14284,34,63,165.2,5,1,1,511,United Kingdom
1445,14285,27,54,130.15,5,1,1,511,United Kingdom
1446,14286,285,56,439.81,5,5,3,553,United Kingdom
1447,14287,11,41,23.07,5,1,1,511,United Kingdom
1448,14288,17,245,60.85,3,1,1,311,United Kingdom
1449,14289,47,41,251.28,5,1,2,512,United Kingdom
1450,14290,103,44,376.16,5,2,3,523,United Kingdom
1451,14291,238,34,624.46,5,5,4,554,United Kingdom
1452,14292,108,40,361.73,5,2,3,523,United Kingdom
1453,14293,61,36,134.59,5,2,1,521,United Kingdom
1454,14295,7,73,21.15,5,1,1,511,United Kingdom
1455,14297,64,50,156.57,5,2,1,521,United Kingdom
1456,14298,1640,36,2455.5,5,5,5,555,United Kingdom
1457,14299,162,41,573.8,5,3,4,534,United Kingdom
1458,14300,3,51,4.15,5,1,1,511,United Kingdom
1459,14301,16,140,21.53,4,1,1,411,United Kingdom
1460,14304,27,255,112.25,3,1,1,311,United Kingdom
1461,14305,110,104,264.84,5,2,2,522,United Kingdom
1462,14306,35,84,146.36,5,1,1,511,United Kingdom
1463,14307,180,121,447.56,4,4,3,443,United Kingdom
1464,14309,123,41,308.82,5,3,2,532,United Kingdom
1465,14311,27,258,147.77,3,1,1,311,United Kingdom
1466,14312,87,79,308.68,5,2,2,522,United Kingdom
1467,14314,8,139,5.33,4,1,1,411,United Kingdom
1468,14315,104,54,381.06,5,2,3,523,United Kingdom
1469,14317,24,97,74.34,5,1,1,511,United Kingdom
1470,14320,42,239,82.48,3,1,1,311,United Kingdom
1471,14321,123,43,174.5,5,3,2,532,United Kingdom
1472,14323,41,147,123.92,4,1,1,411,United Kingdom
1473,14326,9,267,26.65,3,1,1,311,United Kingdom
1474,14327,12,196,31.05,4,1,1,411,United Kingdom
1475,14329,269,41,776.92,5,5,5,555,United Kingdom
1476,14331,28,157,84.54,4,1,1,411,United Kingdom
1477,14332,26,55,55.03,5,1,1,511,United Kingdom
1478,14333,19,97,159.7,5,1,1,511,United Kingdom
1479,14334,163,49,545.98,5,3,4,534,United Kingdom
1480,14335,63,49,144.24,5,2,1,521,Germany
1481,14336,90,49,145.36,5,2,1,521,United Kingdom
1482,14338,34,191,128.91,4,1,1,411,United Kingdom
1483,14339,18,267,35.19,3,1,1,311,United Kingdom
1484,14340,6,251,17.6,3,1,1,311,United Kingdom
1485,14341,130,78,337.4,5,3,2,532,United Kingdom
1486,14342,24,54,75,5,1,1,511,United Kingdom
1487,14344,71,160,300.02,4,2,2,422,United Kingdom
1488,14345,6,71,20.94,5,1,1,511,United Kingdom
1489,14346,60,153,276.14,4,2,2,422,United Kingdom
1490,14348,18,293,53.32,2,1,1,211,United Kingdom
1491,14349,31,43,71.9,5,1,1,511,United Kingdom
1492,14350,21,303,46.45,2,1,1,211,United Kingdom
1493,14351,1,197,4.25,4,1,1,411,United Kingdom
1494,14352,47,190,181.7,4,1,2,412,United Kingdom
1495,14353,6,248,8.2,3,1,1,311,United Kingdom
1496,14354,9,38,11.14,5,1,1,511,United Kingdom
1497,14355,11,398,31.35,1,1,1,111,United Kingdom
1498,14356,38,93,146.68,5,1,1,511,United Kingdom
1499,14357,41,76,79.96,5,1,1,511,United Kingdom
1500,14359,58,52,228.2,5,1,2,512,United Kingdom
1501,14360,118,64,365.85,5,3,3,533,United Kingdom
1502,14362,41,55,95.47,5,1,1,511,United Kingdom
1503,14364,69,141,208.8,4,2,2,422,United Kingdom
1504,14367,533,41,1700.53,5,5,5,555,United Kingdom
1505,14368,8,352,49,2,1,1,211,United Kingdom
1506,14371,4,328,15.1,2,1,1,211,United Kingdom
1507,14373,4,391,46.5,1,1,1,111,United Kingdom
1508,14375,75,218,140.92,3,2,1,321,United Kingdom
1509,14377,11,224,100.65,3,1,1,311,United Kingdom
1510,14379,46,77,99.44,5,1,1,511,United Kingdom
1511,14381,56,85,91.16,5,1,1,511,United Kingdom
1512,14382,131,59,211,5,3,2,532,United Kingdom
1513,14383,59,71,196.23,5,2,2,522,United Kingdom
1514,14385,14,42,22.63,5,1,1,511,United Kingdom
